id,n_a,n_b,n_gold,明细数量,仲裁结果
563,23,30,21,21,"[{""label"":""食材"",""text"":""猪头""},{""label"":""食材"",""text"":""甜酒""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""八角""},{""label"":""食材"",""text"":""酱油""},{""label"":""食材"",""text"":""糖""},{""label"":""食材"",""text"":""开水""},{""label"":""食材"",""text"":""大蒜""},{""label"":""食材"",""text"":""鲜柑花""},{""label"":""食材"",""text"":""芥末""},{""label"":""食材"",""text"":""花椒""},{""label"":""食材"",""text"":""醋""},{""label"":""烹饪方法"",""text"":""煨""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""泡洗""},{""label"":""烹饪方法"",""text"":""擦""},{""label"":""烹饪方法"",""text"":""捣""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""食疗方"",""text"":""蒸猪头""}]"
564,33,34,28,29,"[{""label"":""食材"",""text"":""鳊鱼""},{""label"":""食材"",""text"":""脂油""},{""label"":""食材"",""text"":""姜汁""},{""label"":""食材"",""text"":""葱条""},{""label"":""食材"",""text"":""酱油""},{""label"":""食材"",""text"":""酒""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""醋""},{""label"":""食材"",""text"":""盐""},{""label"":""烹饪方法"",""text"":""炖""},{""label"":""烹饪方法"",""text"":""剖洗""},{""label"":""烹饪方法"",""text"":""切丁""},{""label"":""烹饪方法"",""text"":""铺面""},{""label"":""烹饪方法"",""text"":""重汤炖""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""拆碎""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""油煎""},{""label"":""烹饪方法"",""text"":""烹""},{""label"":""烹饪方法"",""text"":""煨""},{""label"":""烹饪方法"",""text"":""摊饼""},{""label"":""烹饪方法"",""text"":""裹""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""去面""},{""label"":""烹饪方法"",""text"":""釜烹""},{""label"":""烹饪方法"",""text"":""取置""},{""label"":""烹饪方法"",""text"":""添入""},{""label"":""食疗方"",""text"":""面煨鳊鱼""}]"
566,23,35,17,17,"[{""label"":""食材"",""text"":""梅仁""},{""label"":""食材"",""text"":""酸浆""},{""label"":""食材"",""text"":""杏仁""},{""label"":""食材"",""text"":""梅卤""},{""label"":""食材"",""text"":""乌梅肉""},{""label"":""食材"",""text"":""干葛""},{""label"":""食材"",""text"":""檀香""},{""label"":""食材"",""text"":""紫苏叶""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""洋糖""},{""label"":""食材"",""text"":""蜜""},{""label"":""食材"",""text"":""薄荷""},{""label"":""食材"",""text"":""青梅""},{""label"":""食材"",""text"":""矾""},{""label"":""烹饪方法"",""text"":""捣""},{""label"":""烹饪方法"",""text"":""研""},{""label"":""烹饪方法"",""text"":""焯""}]"
568,36,30,29,29,"[{""label"":""食材"",""text"":""蛋""},{""label"":""食材"",""text"":""豆腐""},{""label"":""食材"",""text"":""瓜丁""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""麻油""},{""label"":""食材"",""text"":""酱油""},{""label"":""食材"",""text"":""醋""},{""label"":""食材"",""text"":""蛋黄""},{""label"":""食材"",""text"":""木瓜酒""},{""label"":""食材"",""text"":""米粉""},{""label"":""食材"",""text"":""胡桃仁""},{""label"":""食材"",""text"":""洋糖""},{""label"":""食材"",""text"":""脂油""},{""label"":""食材"",""text"":""鸭蛋""},{""label"":""食材"",""text"":""栗柴灰""},{""label"":""食材"",""text"":""石灰""},{""label"":""食材"",""text"":""豆楷灰""},{""label"":""食材"",""text"":""芝麻楷灰""},{""label"":""食材"",""text"":""盐""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""烹饪方法"",""text"":""捣碎""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""捺碎""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""烹饪方法"",""text"":""揉""},{""label"":""烹饪方法"",""text"":""包""},{""label"":""烹饪方法"",""text"":""洗挣""},{""label"":""食味"",""text"":""咸""}]"
569,19,25,18,18,"[{""label"":""食材"",""text"":""莱""},{""label"":""食材"",""text"":""河豚""},{""label"":""食材"",""text"":""蛑""},{""label"":""食材"",""text"":""鲚鱼""},{""label"":""食材"",""text"":""酱油""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""石灰泥渣""},{""label"":""食材"",""text"":""芝麻""},{""label"":""食味"",""text"":""苦""},{""label"":""食味"",""text"":""鲜""},{""label"":""烹饪方法"",""text"":""化""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""下锅""},{""label"":""烹饪方法"",""text"":""澄""},{""label"":""烹饪方法"",""text"":""泡""},{""label"":""烹饪方法"",""text"":""炙""},{""label"":""烹饪方法"",""text"":""取肉""},{""label"":""古籍来源"",""text"":""《本草纲目》""}]"
570,14,14,11,11,"[{""label"":""食材"",""text"":""椒""},{""label"":""食材"",""text"":""花椒""},{""label"":""烹饪方法"",""text"":""研""},{""label"":""烹饪方法"",""text"":""焙""},{""label"":""烹饪方法"",""text"":""筛""},{""label"":""烹饪方法"",""text"":""装袋同煮""},{""label"":""食材"",""text"":""椒盐""},{""label"":""烹饪方法"",""text"":""炒研""},{""label"":""食材"",""text"":""胡椒""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""葱叶""}]"
571,21,16,15,15,"[{""label"":""食材"",""text"":""香稻米""},{""label"":""食材"",""text"":""红枣""},{""label"":""食材"",""text"":""井水""},{""label"":""食材"",""text"":""河水""},{""label"":""食材"",""text"":""绿豆""},{""label"":""食材"",""text"":""黍米""},{""label"":""食材"",""text"":""鸭""},{""label"":""烹饪方法"",""text"":""煨""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""搅转""},{""label"":""食疗方"",""text"":""香稻粥""},{""label"":""食疗方"",""text"":""井水粥""},{""label"":""养生原则"",""text"":""五更时用""},{""label"":""养生原则"",""text"":""最益人""},{""label"":""禁忌"",""text"":""宁入等粥,毋粥等人""}]"
572,34,32,29,29,"[{""label"":""食材"",""text"":""鱼""},{""label"":""食材"",""text"":""河水""},{""label"":""食材"",""text"":""陈酒""},{""label"":""食材"",""text"":""酱油""},{""label"":""食材"",""text"":""瓜""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""蕈""},{""label"":""食材"",""text"":""笋""},{""label"":""食材"",""text"":""木香""},{""label"":""食材"",""text"":""薄荷""},{""label"":""食材"",""text"":""香油""},{""label"":""食材"",""text"":""胡椒""},{""label"":""食材"",""text"":""紫苏""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""香橼皮""},{""label"":""食材"",""text"":""桔皮""},{""label"":""食材"",""text"":""菊花""},{""label"":""食材"",""text"":""河鱼""},{""label"":""食材"",""text"":""江梅鱼""},{""label"":""食材"",""text"":""鲤鱼""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""剖""},{""label"":""烹饪方法"",""text"":""洗""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""捶""},{""label"":""烹饪方法"",""text"":""洗擦""},{""label"":""禁忌"",""text"":""大忌""},{""label"":""古籍来源"",""text"":""诗经.陈风.衡门""}]"
573,13,14,9,9,"[{""label"":""食材"",""text"":""白糯米""},{""label"":""食材"",""text"":""糯米""},{""label"":""食材"",""text"":""麦""},{""label"":""烹饪方法"",""text"":""煎""},{""label"":""烹饪方法"",""text"":""炊""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""压""},{""label"":""食疗方"",""text"":""桃源酒""},{""label"":""古籍来源"",""text"":""五陵""}]"
574,8,3,3,3,"[{""label"":""食材"",""text"":""猪肉""},{""label"":""食材"",""text"":""豚""},{""label"":""古籍来源"",""text"":""《论语.乡党篇》""}]"
575,23,13,13,13,"[{""label"":""食材"",""text"":""盐花""},{""label"":""食材"",""text"":""洋糟""},{""label"":""食材"",""text"":""香霹""},{""label"":""烹饪方法"",""text"":""澄清""},{""label"":""烹饪方法"",""text"":""覆""},{""label"":""烹饪方法"",""text"":""露""},{""label"":""烹饪方法"",""text"":""煮滚""},{""label"":""烹饪方法"",""text"":""煅炼""},{""label"":""烹饪方法"",""text"":""贮""},{""label"":""病症"",""text"":""噎症""},{""label"":""养生原则"",""text"":""凡有湖水池浸处皆可取贮""},{""label"":""养生原则"",""text"":""去积久""},{""label"":""养生原则"",""text"":""雪为珏谷之精""}]"
576,10,7,5,5,"[{""label"":""食材"",""text"":""蒌蒿""},{""label"":""食材"",""text"":""莴苣""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""晒干""},{""label"":""烹饪方法"",""text"":""切""}]"
577,40,25,41,43,"[{""label"":""食材"",""text"":""驴腰""},{""label"":""食材"",""text"":""猪腰""},{""label"":""食材"",""text"":""猪脑""},{""label"":""食材"",""text"":""生豆腐""},{""label"":""食材"",""text"":""松仁""},{""label"":""食材"",""text"":""火腿丁""},{""label"":""烹饪方法"",""text"":""烩""},{""label"":""食材"",""text"":""栗肉""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""食材"",""text"":""羊""},{""label"":""食材"",""text"":""羊腹""},{""label"":""食材"",""text"":""烧红石子""},{""label"":""食材"",""text"":""画眉头""},{""label"":""食材"",""text"":""黑头""},{""label"":""食材"",""text"":""饽饽""},{""label"":""食材"",""text"":""蒲扇尾""},{""label"":""食材"",""text"":""羯羊""},{""label"":""食材"",""text"":""臊羯羊""},{""label"":""食材"",""text"":""柳叶尾""},{""label"":""食材"",""text"":""种羊""},{""label"":""食材"",""text"":""母羊""},{""label"":""食材"",""text"":""水羊""},{""label"":""食材"",""text"":""豆楷""},{""label"":""食材"",""text"":""芝麻油""},{""label"":""食材"",""text"":""羊头""},{""label"":""食材"",""text"":""假画眉头""},{""label"":""食材"",""text"":""五倍子""},{""label"":""食材"",""text"":""皂矾""},{""label"":""食材"",""text"":""桐油""},{""label"":""食材"",""text"":""去皮荸荠""},{""label"":""食材"",""text"":""羊肉""},{""label"":""食材"",""text"":""红萝卜""},{""label"":""食材"",""text"":""荸荠""},{""label"":""食材"",""text"":""白萝卜""},{""label"":""烹饪方法"",""text"":""捣烂""},{""label"":""烹饪方法"",""text"":""烧红""},{""label"":""烹饪方法"",""text"":""填满""},{""label"":""烹饪方法"",""text"":""染色""},{""label"":""烹饪方法"",""text"":""染之""},{""label"":""烹饪方法"",""text"":""去皮""},{""label"":""烹饪方法"",""text"":""削""},{""label"":""烹饪方法"",""text"":""煨""},{""label"":""禁忌"",""text"":""擅臭不可食""}]"
578,1,0,0,0,[]
579,44,17,30,30,"[{""label"":""食材"",""text"":""白晚米""},{""label"":""食材"",""text"":""糯米""},{""label"":""食材"",""text"":""大米""},{""label"":""食材"",""text"":""小米""},{""label"":""食材"",""text"":""米""},{""label"":""食材"",""text"":""冬舂""},{""label"":""食材"",""text"":""砻糠""},{""label"":""食材"",""text"":""草灰""},{""label"":""食材"",""text"":""楝树叶""},{""label"":""食材"",""text"":""租稻米""},{""label"":""食材"",""text"":""白米""},{""label"":""食材"",""text"":""千草""},{""label"":""食材"",""text"":""仓底板""},{""label"":""食材"",""text"":""芦席""},{""label"":""食材"",""text"":""松毛""},{""label"":""食材"",""text"":""蟹壳""},{""label"":""食材"",""text"":""银条米""},{""label"":""食材"",""text"":""湖田白""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""晒""},{""label"":""烹饪方法"",""text"":""铺""},{""label"":""烹饪方法"",""text"":""贮""},{""label"":""烹饪方法"",""text"":""盖""},{""label"":""烹饪方法"",""text"":""踏""},{""label"":""烹饪方法"",""text"":""架""},{""label"":""烹饪方法"",""text"":""垫""},{""label"":""病症"",""text"":""体虚""},{""label"":""功效"",""text"":""补益""},{""label"":""养生原则"",""text"":""五更食""},{""label"":""养生原则"",""text"":""居家用之最为合宜""}]"
580,35,26,20,20,"[{""label"":""食材"",""text"":""青梅""},{""label"":""食材"",""text"":""石灰水""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""冰糠水""},{""label"":""食材"",""text"":""洋糖""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""杏子""},{""label"":""食材"",""text"":""蒜""},{""label"":""食材"",""text"":""紫苏""},{""label"":""食味"",""text"":""酸涩""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""泡""},{""label"":""烹饪方法"",""text"":""洗净""},{""label"":""烹饪方法"",""text"":""晾""},{""label"":""烹饪方法"",""text"":""风干""},{""label"":""烹饪方法"",""text"":""煎""},{""label"":""烹饪方法"",""text"":""晒""},{""label"":""烹饪方法"",""text"":""压""},{""label"":""禁忌"",""text"":""不可太干,以致绉缩""},{""label"":""禁忌"",""text"":""发徽0""}]"
581,35,34,32,32,"[{""label"":""食材"",""text"":""鸡""},{""label"":""食材"",""text"":""鱼""},{""label"":""食材"",""text"":""虾""},{""label"":""食材"",""text"":""笄片""},{""label"":""食材"",""text"":""芝麻""},{""label"":""食材"",""text"":""花椒""},{""label"":""食材"",""text"":""香蕈""},{""label"":""食材"",""text"":""干面""},{""label"":""食材"",""text"":""鲜汁""},{""label"":""食材"",""text"":""酱""},{""label"":""食材"",""text"":""醋""},{""label"":""食材"",""text"":""真粉""},{""label"":""食材"",""text"":""蕃茄粉""},{""label"":""食材"",""text"":""鸡蛋清""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""蜜""},{""label"":""食材"",""text"":""鸡脯""},{""label"":""食材"",""text"":""虾子""},{""label"":""食材"",""text"":""鳗鲡粉""},{""label"":""烹饪方法"",""text"":""晒干""},{""label"":""烹饪方法"",""text"":""磨""},{""label"":""烹饪方法"",""text"":""和""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""烹饪方法"",""text"":""擀""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""烹饪方法"",""text"":""去皮""},{""label"":""烹饪方法"",""text"":""磨粉""},{""label"":""烹饪方法"",""text"":""收贮""},{""label"":""烹饪方法"",""text"":""做汤""},{""label"":""烹饪方法"",""text"":""下""},{""label"":""禁忌"",""text"":""忌油""}]"
582,34,35,31,31,"[{""label"":""食材"",""text"":""荔枝""},{""label"":""食材"",""text"":""壳""},{""label"":""食材"",""text"":""苦瓜""},{""label"":""食材"",""text"":""蜜""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""肉""},{""label"":""食材"",""text"":""烧酒""},{""label"":""食材"",""text"":""梅卤""},{""label"":""食材"",""text"":""柴苏""},{""label"":""食材"",""text"":""榧子""},{""label"":""食材"",""text"":""蔗""},{""label"":""食材"",""text"":""洋糖""},{""label"":""食材"",""text"":""蕨""},{""label"":""食性"",""text"":""热""},{""label"":""病症"",""text"":""醉""},{""label"":""病症"",""text"":""龈肿""},{""label"":""病症"",""text"":""痛""},{""label"":""病症"",""text"":""衄""},{""label"":""烹饪方法"",""text"":""浸""},{""label"":""烹饪方法"",""text"":""饮""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""取""},{""label"":""烹饪方法"",""text"":""去壳""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""烘干""},{""label"":""禁忌"",""text"":""食多而醉""},{""label"":""禁忌"",""text"":""鲜者食多""},{""label"":""古籍来源"",""text"":""时珍《本草纲艮》""},{""label"":""古籍来源"",""text"":""赞宁《犍类榀感志》""}]"
583,31,9,31,31,"[{""label"":""食材"",""text"":""山泉""},{""label"":""食材"",""text"":""雨泉""},{""label"":""食材"",""text"":""天泉""},{""label"":""食材"",""text"":""暴雨水""},{""label"":""食材"",""text"":""霹水""},{""label"":""食材"",""text"":""长流湖水""},{""label"":""食材"",""text"":""霉水""},{""label"":""食材"",""text"":""井水""},{""label"":""食味"",""text"":""甘""},{""label"":""食味"",""text"":""淡""},{""label"":""食性"",""text"":""碱""},{""label"":""功效"",""text"":""无毒""},{""label"":""功效"",""text"":""精洁""},{""label"":""病症"",""text"":""伤人""},{""label"":""烹饪方法"",""text"":""烹茶""},{""label"":""烹饪方法"",""text"":""煎茶""},{""label"":""烹饪方法"",""text"":""研墨""},{""label"":""烹饪方法"",""text"":""着色""},{""label"":""烹饪方法"",""text"":""炖胶""},{""label"":""烹饪方法"",""text"":""制画绢""},{""label"":""烹饪方法"",""text"":""洗旧画""},{""label"":""烹饪方法"",""text"":""沉漂泥金""},{""label"":""禁忌"",""text"":""着衣上即黩烂""},{""label"":""养生原则"",""text"":""以泉远流长者为佳""},{""label"":""养生原则"",""text"":""贵久宿澄清""},{""label"":""养生原则"",""text"":""用炭火淬两三次,即无毒""},{""label"":""养生原则"",""text"":""用蓝布于天井中四角悬起,中垂一石,任其滴入大缸,另装小坛""},{""label"":""养生原则"",""text"":""用磁罐最净者,布空处盛之""},{""label"":""养生原则"",""text"":""贮处热高""},{""label"":""养生原则"",""text"":""用炭火淬三四次,不生孑孓虫""},{""label"":""养生原则"",""text"":""善于品泉者,入口即能辨其年分,历历不爽""}]"
584,8,8,7,7,"[{""label"":""食材"",""text"":""黄芽莱""},{""label"":""食材"",""text"":""花椒""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""食材"",""text"":""鸡""},{""label"":""食材"",""text"":""醋""},{""label"":""烹饪方法"",""text"":""醋搂之""},{""label"":""古籍来源"",""text"":""《闲情偶寄》""}]"
585,22,21,19,19,"[{""label"":""食材"",""text"":""黄牛乳""},{""label"":""食性"",""text"":""平""},{""label"":""功效"",""text"":""补血脉""},{""label"":""功效"",""text"":""益心气""},{""label"":""功效"",""text"":""长肌肉""},{""label"":""食材"",""text"":""乳饼""},{""label"":""食材"",""text"":""乳酥""},{""label"":""食材"",""text"":""冰糖""},{""label"":""禁忌"",""text"":""不啜茶""},{""label"":""禁忌"",""text"":""不食他物""},{""label"":""禁忌"",""text"":""即不作泻""},{""label"":""食材"",""text"":""黄牛骨髓""},{""label"":""烹饪方法"",""text"":""熬油""},{""label"":""烹饪方法"",""text"":""拌炒""},{""label"":""食材"",""text"":""熟面""},{""label"":""食材"",""text"":""百果""},{""label"":""食材"",""text"":""乳皮""},{""label"":""烹饪方法"",""text"":""烫""},{""label"":""烹饪方法"",""text"":""扇""}]"
586,15,15,11,11,"[{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""梅""},{""label"":""食材"",""text"":""酒醴""},{""label"":""食材"",""text"":""曲蘖""},{""label"":""古籍来源"",""text"":""《孟子.万章下篇》""},{""label"":""古籍来源"",""text"":""《尚书.说命下》""},{""label"":""古籍来源"",""text"":""《道德经》""},{""label"":""医家"",""text"":""伊尹""},{""label"":""医家"",""text"":""傅说""},{""label"":""医家"",""text"":""老子""},{""label"":""烹饪方法"",""text"":""割烹""}]"
587,13,9,9,9,"[{""label"":""食材"",""text"":""鲫鱼""},{""label"":""食性"",""text"":""土""},{""label"":""功效"",""text"":""补胃""},{""label"":""食味"",""text"":""鲜""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""煎""},{""label"":""烹饪方法"",""text"":""作羹""},{""label"":""烹饪方法"",""text"":""煨""},{""label"":""病症"",""text"":""小儿食""}]"
588,7,3,3,3,"[{""label"":""食材"",""text"":""绍酒""},{""label"":""病症"",""text"":""发渴""},{""label"":""病症"",""text"":""停中满闷""}]"
589,35,18,33,33,"[{""label"":""食材"",""text"":""虾仁""},{""label"":""食材"",""text"":""鱼""},{""label"":""食材"",""text"":""鸡""},{""label"":""食材"",""text"":""鱼翅""},{""label"":""食材"",""text"":""大鲫鱼""},{""label"":""食材"",""text"":""鸡皮""},{""label"":""食材"",""text"":""火腿""},{""label"":""食材"",""text"":""蘑菇""},{""label"":""食材"",""text"":""红肉""},{""label"":""食材"",""text"":""白肉""},{""label"":""食材"",""text"":""鸡丝""},{""label"":""食材"",""text"":""麻酱""},{""label"":""食材"",""text"":""香油""},{""label"":""食材"",""text"":""胡椒面""},{""label"":""食材"",""text"":""鳝鱼丝""},{""label"":""食材"",""text"":""韭菜头""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""红烧""},{""label"":""烹饪方法"",""text"":""收干""},{""label"":""烹饪方法"",""text"":""去骨""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""烹饪方法"",""text"":""下锅""},{""label"":""烹饪方法"",""text"":""勾芡""},{""label"":""烹饪方法"",""text"":""烩""},{""label"":""烹饪方法"",""text"":""切丝""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""烹饪方法"",""text"":""挂卤""},{""label"":""古籍来源"",""text"":""《通览》""},{""label"":""古籍来源"",""text"":""《摘录》""},{""label"":""食疗方"",""text"":""荷花鱼翅""},{""label"":""食疗方"",""text"":""麻辣鱼翅""},{""label"":""食疗方"",""text"":""鳍丝鱼翅""},{""label"":""食疗方"",""text"":""麻腐鱼翅""}]"
591,79,28,77,77,"[{""label"":""食材"",""text"":""花肉""},{""label"":""食材"",""text"":""糯米""},{""label"":""烹饪方法"",""text"":""酿""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""食材"",""text"":""哈耳巴0肉""},{""label"":""食材"",""text"":""大肪肉""},{""label"":""烹饪方法"",""text"":""出水""},{""label"":""烹饪方法"",""text"":""白炖""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""食材"",""text"":""娆金钱肉""},{""label"":""食材"",""text"":""肥肉""},{""label"":""食材"",""text"":""火腿""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""切片""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""食材"",""text"":""椒盐""},{""label"":""食材"",""text"":""一品烷猪""},{""label"":""食材"",""text"":""猪儿""},{""label"":""烹饪方法"",""text"":""出水""},{""label"":""烹饪方法"",""text"":""晾干""},{""label"":""食材"",""text"":""红酱油""},{""label"":""烹饪方法"",""text"":""抹面""},{""label"":""烹饪方法"",""text"":""上叉""},{""label"":""食材"",""text"":""香油""},{""label"":""烹饪方法"",""text"":""抹扫""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""食材"",""text"":""生烧大方""},{""label"":""食材"",""text"":""花椒""},{""label"":""食材"",""text"":""盐""},{""label"":""烹饪方法"",""text"":""生码""},{""label"":""烹饪方法"",""text"":""生烧""},{""label"":""烹饪方法"",""text"":""刮皮""},{""label"":""烹饪方法"",""text"":""治诤""},{""label"":""烹饪方法"",""text"":""匕火""},{""label"":""烹饪方法"",""text"":""匕叉子""},{""label"":""食材"",""text"":""香油""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""食材"",""text"":""烷喇嘛肉""},{""label"":""食材"",""text"":""方肉""},{""label"":""烹饪方法"",""text"":""去皮""},{""label"":""食材"",""text"":""蛋黄""},{""label"":""食材"",""text"":""豆粉""},{""label"":""食材"",""text"":""灰面""},{""label"":""食材"",""text"":""欠(芡)""},{""label"":""烹饪方法"",""text"":""调匀""},{""label"":""烹饪方法"",""text"":""火烧""},{""label"":""烹饪方法"",""text"":""上色""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""食材"",""text"":""生烧南腿""},{""label"":""食材"",""text"":""花椒""},{""label"":""食材"",""text"":""盐""},{""label"":""烹饪方法"",""text"":""生码""},{""label"":""食材"",""text"":""荷叶""},{""label"":""烹饪方法"",""text"":""包果(裹)""},{""label"":""烹饪方法"",""text"":""上叉子""},{""label"":""古籍来源"",""text"":""《通览》""},{""label"":""古籍来源"",""text"":""《摘录》""},{""label"":""食材"",""text"":""离丽肉""},{""label"":""烹饪方法"",""text"":""煮熟""},{""label"":""食材"",""text"":""长条""},{""label"":""食材"",""text"":""灰面""},{""label"":""食材"",""text"":""蛋黄""},{""label"":""烹饪方法"",""text"":""下红锅""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""食材"",""text"":""肉""},{""label"":""烹饪方法"",""text"":""去皮""},{""label"":""烹饪方法"",""text"":""打片""},{""label"":""食材"",""text"":""鸡蛋""},{""label"":""食材"",""text"":""灰面""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""食材"",""text"":""白糟""},{""label"":""食材"",""text"":""羊略""},{""label"":""食材"",""text"":""羊遐籀""},{""label"":""食材"",""text"":""毛""},{""label"":""烹饪方法"",""text"":""烙""},{""label"":""烹饪方法"",""text"":""水氽""}]"
592,50,29,26,26,"[{""label"":""食材"",""text"":""鲢鱼""},{""label"":""食材"",""text"":""肉""},{""label"":""食材"",""text"":""大蒜""},{""label"":""食材"",""text"":""贲鲎鱼""},{""label"":""食材"",""text"":""鸡蛋""},{""label"":""食材"",""text"":""豆粉""},{""label"":""食材"",""text"":""鲫鱼""},{""label"":""食材"",""text"":""肥肉""},{""label"":""食材"",""text"":""蟹""},{""label"":""食材"",""text"":""虾料""},{""label"":""食材"",""text"":""鸽蛋""},{""label"":""食材"",""text"":""荔枝""},{""label"":""食材"",""text"":""火腿""},{""label"":""食材"",""text"":""松仁""},{""label"":""食材"",""text"":""豆腐""},{""label"":""食材"",""text"":""盐蛋""},{""label"":""烹饪方法"",""text"":""红烧""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""烹饪方法"",""text"":""酿""},{""label"":""烹饪方法"",""text"":""烹炒""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""爆""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""烹饪方法"",""text"":""烩""},{""label"":""古籍来源"",""text"":""通览""},{""label"":""古籍来源"",""text"":""摘录""}]"
