review_id,sample_id,head_text,head_type,head_start,head_end,relation,tail_text,tail_type,tail_start,tail_end,expert1_decision,expert1_evidence,expert1_notes,expert2_decision,expert2_evidence,expert2_notes,agreement_status,final_decision,final_source,final_evidence_or_reason,candidate_key_json
REL-7CEDBE99064A306E,HR-0427,酒,食材,156,157,recordedInText,《礼记》,古籍来源,118,122,present,"《礼记》:""食豚去脑。 《本草》引孙真人@《食忌》云 :""猪脑痿男子阳道, 酒",,absent,,两实体仅在同段出现，未见直接关系表达。,disagreement,present,third_expert_adjudication,"《礼记》:""食豚去脑。 《本草》引孙真人@《食忌》云 :""猪脑痿男子阳道, 酒；原文中头尾实体位于同一语义单元，关系方向“recordedInText”有直接文字或条目结构支持。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。","[""HR-0427"",156,157,""酒"",""食材"",""recordedInText"",118,122,""《礼记》"",""古籍来源""]"
REL-7D085DD8B4694D24,HR-0412,酒,食材,27,28,hasFlavor,咸,食味,54,55,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0412"",27,28,""酒"",""食材"",""hasFlavor"",54,55,""咸"",""食味""]"
REL-7D1D744117D15704,HR-0208,疮,病症,118,119,treatedByRecipe,合莼作羹,食疗方,143,147,absent,,候选方向与原文语义不一致。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0208"",118,119,""疮"",""病症"",""treatedByRecipe"",143,147,""合莼作羹"",""食疗方""]"
REL-7D3B7834072BB06E,HR-0265,姜,食材,3,4,hasFlavor,淡,食味,175,176,insufficient_context,,局部段落截断，无法确认关系作用范围。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0265"",3,4,""姜"",""食材"",""hasFlavor"",175,176,""淡"",""食味""]"
REL-7D533046C983039A,HR-0125,瓜,食材,92,93,hasNature,寒,食性,205,206,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0125"",92,93,""瓜"",""食材"",""hasNature"",205,206,""寒"",""食性""]"
REL-7D647BDB3539F28D,HR-0394,用好肉酽汤,食疗方,192,197,containsIngredient,醋,食材,108,109,present,醋。 羊皮面0 补中益气。 芊皮二个。捋洗挣@。煮软; 羊舌二个。熟; 羊腰子凹 个。熟; 各切如甲,,present,醋。 羊皮面0 补中益气。 芊皮二个。捋洗挣@。煮软; 羊舌二个。熟; 羊腰子凹 个。熟; 各切如甲,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0394"",192,197,""用好肉酽汤"",""食疗方"",""containsIngredient"",108,109,""醋"",""食材""]"
REL-7D99DA6743ACFD45,HR-0101,酒,食材,27,28,recordedInText,《食经》,古籍来源,185,189,present,"酒妙乏赤可。拌者用熟鸡,炒者 用生鸡。 《清异录》:""谢讽《食经》",,present,"酒妙乏赤可。拌者用熟鸡,炒者 用生鸡。 《清异录》:""谢讽《食经》",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",27,28,""酒"",""食材"",""recordedInText"",185,189,""《食经》"",""古籍来源""]"
REL-7DD24EC566B5497A,HR-0420,水,食材,190,191,hasNature,温,食性,64,65,present,"成。氽,尤淼。治水气胀辨。疗温疫病@, 诸愁汨风。咳嗽",,present,"成。氽,尤淼。治水气胀辨。疗温疫病@, 诸愁汨风。咳嗽",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0420"",190,191,""水"",""食材"",""hasNature"",64,65,""温"",""食性""]"
REL-7DECE4D0266526DE,HR-0144,鲜宜清煮作汤,食疗方,64,70,containsIngredient,酒,食材,370,371,absent,,尾实体属于相邻条目或另一语义单元。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",64,70,""鲜宜清煮作汤"",""食疗方"",""containsIngredient"",370,371,""酒"",""食材""]"
REL-7DEE0651C5AE49E9,HR-0331,疮,病症,29,30,affectsOrgan,心,脏腑,171,172,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0331"",29,30,""疮"",""病症"",""affectsOrgan"",171,172,""心"",""脏腑""]"
REL-7E20ADEF031CECC8,HR-0394,盐,食材,87,88,recordedInText,《拔掉》,古籍来源,397,401,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0394"",87,88,""盐"",""食材"",""recordedInText"",397,401,""《拔掉》"",""古籍来源""]"
REL-7E370DCEA87D4F14,HR-0375,曹子方,食疗方,331,334,containsIngredient,茶,食材,489,490,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0375"",331,334,""曹子方"",""食疗方"",""containsIngredient"",489,490,""茶"",""食材""]"
REL-7E74037DCC39B555,HR-0426,瓜,食材,94,95,hasFlavor,苦,食味,19,20,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0426"",94,95,""瓜"",""食材"",""hasFlavor"",19,20,""苦"",""食味""]"
REL-7E92B33354B55FC5,HR-0101,索粉作羹,食疗方,55,59,recordedInText,《清异录》,古籍来源,176,181,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",55,59,""索粉作羹"",""食疗方"",""recordedInText"",176,181,""《清异录》"",""古籍来源""]"
REL-7EABCD4AD1ED823A,HR-0199,取老肥母鸡汤,食疗方,162,168,usesCookingMethod,煮,烹饪方法,91,92,present,"。不用切成碎],取老肥母鸡汤煮之.肉加香蕈,笄 丁甜酒",依据局部原文直接判断。,present,"。不用切成碎],取老肥母鸡汤煮之.肉加香蕈,笄 丁甜酒",关系方向与当前条目结构一致。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0199"",162,168,""取老肥母鸡汤"",""食疗方"",""usesCookingMethod"",91,92,""煮"",""烹饪方法""]"
REL-7EB8E096EFF0F0C4,HR-0224,榆皮索饼方,食疗方,137,142,usesCookingMethod,煮,烹饪方法,68,69,present,"利,秘涩少痛 ,榆皮索饼方 榆皮二两,切。用水三升。煮取-升半汁@= 白面六""",,present,"利,秘涩少痛 ,榆皮索饼方 榆皮二两,切。用水三升。煮取-升半汁@= 白面六""",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0224"",137,142,""榆皮索饼方"",""食疗方"",""usesCookingMethod"",68,69,""煮"",""烹饪方法""]"
REL-7ECC9CE0D6843235,HR-0125,调稀粥,食疗方,640,643,usesCookingMethod,煮,烹饪方法,192,193,present,调稀粥食 羊肺 甘平。补肺气。治肺痿。止咳暾。行水通小便。亦治 小便频数。病后。产后。虚羸。老弱。皆,依据局部原文直接判断。,present,调稀粥食 羊肺 甘平。补肺气。治肺痿。止咳暾。行水通小便。亦治 小便频数。病后。产后。虚羸。老弱。皆,依据局部原文直接判断。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0125"",640,643,""调稀粥"",""食疗方"",""usesCookingMethod"",192,193,""煮"",""烹饪方法""]"
REL-7F403D138699C93D,HR-0271,即米汤,食疗方,366,369,recordedInText,"《孟诜曰""补入。又
苏颂《本草图经》",古籍来源,135,153,entity_or_type_error,,给定实体边界包含多余文本，无法按当前关系有效判断。,entity_or_type_error,,尾实体边界疑似跨越两个文献或条目单位。,agreement,entity_or_type_error,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0271"",366,369,""即米汤"",""食疗方"",""recordedInText"",135,153,""《孟诜曰\""补入。又苏颂《本草图经》"",""古籍来源""]"
REL-7F5080450E62D872,HR-0331,豆腐,食材,187,189,hasEffect,疮,功效,29,30,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0331"",187,189,""豆腐"",""食材"",""hasEffect"",29,30,""疮"",""功效""]"
REL-7F81ADA067DFEA0C,HR-0320,酒,食材,389,390,hasNature,温,食性,401,402,present,。果干。果露。酿酒。 味甘。辛。徽酸。性温。 咳逆上气; 病症名。,,present,。果干。果露。酿酒。 味甘。辛。徽酸。性温。 咳逆上气; 病症名。,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0320"",389,390,""酒"",""食材"",""hasNature"",401,402,""温"",""食性""]"
REL-7FA4E1FC43203AF8,HR-0336,酒,食材,63,64,hasNature,寒,食性,41,42,absent,,两实体仅在同段出现，未见直接关系表达。,insufficient_context,,局部段落截断，无法确认关系作用范围。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 absent / insufficient_context，最终以冻结原文和实体边界复核结果为准。,"[""HR-0336"",63,64,""酒"",""食材"",""hasNature"",41,42,""寒"",""食性""]"
REL-7FF71098DC8570CD,HR-0224,榆皮索饼方,食疗方,137,142,usesCookingMethod,拌,烹饪方法,67,68,present,"榆皮索饼方 榆皮二两,切。用水三升。煮取-升半汁@= 白面六""两。 籍 上,按@面作之。于榆汁拌",依据局部原文直接判断。,present,"榆皮索饼方 榆皮二两,切。用水三升。煮取-升半汁@= 白面六""两。 籍 上,按@面作之。于榆汁拌",依据局部原文直接判断。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0224"",137,142,""榆皮索饼方"",""食疗方"",""usesCookingMethod"",67,68,""拌"",""烹饪方法""]"
REL-80E8FEDDB347CAB3,HR-0442,苋日食粥,食疗方,355,359,usesCookingMethod,煎,烹饪方法,66,67,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0442"",355,359,""苋日食粥"",""食疗方"",""usesCookingMethod"",66,67,""煎"",""烹饪方法""]"
REL-82101DD409401503,HR-0144,水,食材,271,272,hasFlavor,淡,食味,279,280,present,"仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤。",,absent,,两实体仅在同段出现，未见直接关系表达。,disagreement,present,third_expert_adjudication,"仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤。；原文中头尾实体位于同一语义单元，关系方向“hasFlavor”有直接文字或条目结构支持。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。","[""HR-0144"",271,272,""水"",""食材"",""hasFlavor"",279,280,""淡"",""食味""]"
REL-821F8B973A746026,HR-0426,米,食材,28,29,hasFlavor,淡,食味,120,121,present,"藏瓜法"":取自米一斗,罐@中熬之,以作 麋 下盐,使咸淡适一 调寒热一 熟拭瓜,",,present,"藏瓜法"":取自米一斗,罐@中熬之,以作 麋 下盐,使咸淡适一 调寒热一 熟拭瓜,",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0426"",28,29,""米"",""食材"",""hasFlavor"",120,121,""淡"",""食味""]"
REL-822BE283B13FD277,HR-0262,鸡清汤,食疗方,280,283,usesCookingMethod,煮,烹饪方法,111,112,present,"4汁:似应为""煮汁"" 鸡清:似应为""鸡清汤""= 54",,present,"4汁:似应为""煮汁"" 鸡清:似应为""鸡清汤""= 54",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0262"",280,283,""鸡清汤"",""食疗方"",""usesCookingMethod"",111,112,""煮"",""烹饪方法""]"
REL-8252AD329F33829F,HR-0344,伎整个混合物象请粥,食疗方,444,453,containsIngredient,醋,食材,133,134,present,"去,又捏破捏散,伎整个混合物象请粥--样。 粥太稠;, 醋分 量就少, 太稀酷味就",,present,"去,又捏破捏散,伎整个混合物象请粥--样。 粥太稠;, 醋分 量就少, 太稀酷味就",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0344"",444,453,""伎整个混合物象请粥"",""食疗方"",""containsIngredient"",133,134,""醋"",""食材""]"
REL-82A63AC2BEAB9E46,HR-0413,酒尽醋干方,食疗方,277,282,usesCookingMethod,腌,烹饪方法,54,55,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0413"",277,282,""酒尽醋干方"",""食疗方"",""usesCookingMethod"",54,55,""腌"",""烹饪方法""]"
REL-82DD79DC9AE465CE,HR-0426,米,食材,100,101,hasFlavor,淡,食味,120,121,present,"藏瓜法"":取自米一斗,罐@中熬之,以作 麋 下盐,使咸淡适一 调寒热一 熟拭瓜,",,present,"藏瓜法"":取自米一斗,罐@中熬之,以作 麋 下盐,使咸淡适一 调寒热一 熟拭瓜,",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0426"",100,101,""米"",""食材"",""hasFlavor"",120,121,""淡"",""食味""]"
REL-82FD8A32278C07E1,HR-0400,油,食疗方,123,124,usesCookingMethod,浸,烹饪方法,124,125,present,或茶油沸过。入秋油浸收。 久藏不坏。设莫辨良,,present,或茶油沸过。入秋油浸收。 久藏不坏。设莫辨良,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",123,124,""油"",""食疗方"",""usesCookingMethod"",124,125,""浸"",""烹饪方法""]"
REL-837B765CEB12E1E6,HR-0144,司厨婢子所利在汤,食疗方,283,291,containsIngredient,酒,食材,370,371,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",283,291,""司厨婢子所利在汤"",""食疗方"",""containsIngredient"",370,371,""酒"",""食材""]"
REL-83FFB5744DCE3E0E,HR-0430,见富家子弟等人饮,食疗方,266,274,containsIngredient,茶,食材,53,54,absent,,候选方向与原文语义不一致。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",266,274,""见富家子弟等人饮"",""食疗方"",""containsIngredient"",53,54,""茶"",""食材""]"
REL-8415B229A11D82D8,HR-0333,"风
气",病症,24,27,treatedByRecipe,滤浆入粥,食疗方,50,54,absent,,尾实体属于相邻条目或另一语义单元。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",24,27,""风气"",""病症"",""treatedByRecipe"",50,54,""滤浆入粥"",""食疗方""]"
REL-8477F17C4B47CA8A,HR-0271,水,食材,59,60,recordedInText,《嘉祜本草》,古籍来源,127,133,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0271"",59,60,""水"",""食材"",""recordedInText"",127,133,""《嘉祜本草》"",""古籍来源""]"
REL-848CF89223BD075E,HR-0144,司厨婢子所利在汤,食疗方,283,291,containsIngredient,水,食材,257,258,present,"仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤。常有增而复增,以 至鲜",,present,"仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤。常有增而复增,以 至鲜",实体边界虽有排版噪声，但关系证据明确。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",283,291,""司厨婢子所利在汤"",""食疗方"",""containsIngredient"",257,258,""水"",""食材""]"
REL-84D36F36EA6FB860,HR-0160,山药汤,食疗方,102,105,usesCookingMethod,炒,烹饪方法,49,50,present,山药汤'{; 补虚。益气。漏中。润肺。 山药一斤。煮熟; 粟米半升。炒,,present,山药汤'{; 补虚。益气。漏中。润肺。 山药一斤。煮熟; 粟米半升。炒,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0160"",102,105,""山药汤"",""食疗方"",""usesCookingMethod"",49,50,""炒"",""烹饪方法""]"
REL-84E7047506434A8A,HR-0386,水,食材,192,193,hasEffect,补中益气,功效,382,386,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0386"",192,193,""水"",""食材"",""hasEffect"",382,386,""补中益气"",""功效""]"
REL-84F31701844B985F,HR-0208,子之圣而自昧昧于饮,食疗方,60,69,containsIngredient,水,食材,173,174,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0208"",60,69,""子之圣而自昧昧于饮"",""食疗方"",""containsIngredient"",173,174,""水"",""食材""]"
REL-851F31966C625F3C,HR-0160,山药汤,食疗方,102,105,usesCookingMethod,炒,烹饪方法,8,9,present,山药汤'{; 补虚。益气。漏中。润肺。 山药一斤。煮熟; 粟米半升。炒,,present,山药汤'{; 补虚。益气。漏中。润肺。 山药一斤。煮熟; 粟米半升。炒,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0160"",102,105,""山药汤"",""食疗方"",""usesCookingMethod"",8,9,""炒"",""烹饪方法""]"
REL-85519F3D0767F844,HR-0338,以蜜和汤饮,食疗方,123,128,recordedInText,《外台秘要》,古籍来源,60,66,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0338"",123,128,""以蜜和汤饮"",""食疗方"",""recordedInText"",60,66,""《外台秘要》"",""古籍来源""]"
REL-85A451E85DAFEF23,HR-0394,用好肉酽汤,食疗方,192,197,usesCookingMethod,拌,烹饪方法,95,96,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0394"",192,197,""用好肉酽汤"",""食疗方"",""usesCookingMethod"",95,96,""拌"",""烹饪方法""]"
REL-862A92532D4E90EC,HR-0386,补中益气,功效,382,386,recordedInText,《文津阁本》,古籍来源,624,630,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0386"",382,386,""补中益气"",""功效"",""recordedInText"",624,630,""《文津阁本》"",""古籍来源""]"
REL-8645CEA5134A946C,HR-0245,酒,食材,188,189,hasFlavor,辛,食味,474,475,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0245"",188,189,""酒"",""食材"",""hasFlavor"",474,475,""辛"",""食味""]"
REL-864A1973646B85DC,HR-0144,鱼的方,食疗方,517,520,containsIngredient,酒,食材,370,371,present,就有用密织大网 鱼的方法嘛。没有 () 锬(刈山0); 一殷指温酒饷器皿。这里指杰镬 .燕,,present,就有用密织大网 鱼的方法嘛。没有 () 锬(刈山0); 一殷指温酒饷器皿。这里指杰镬 .燕,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",517,520,""鱼的方"",""食疗方"",""containsIngredient"",370,371,""酒"",""食材""]"
REL-86AA6653537EF27F,HR-0386,水,食材,192,193,treats,消渴,病症,125,127,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0386"",192,193,""水"",""食材"",""treats"",125,127,""消渴"",""病症""]"
REL-872809000FDBD606,HR-0101,醋,食材,28,29,recordedInText,《食经》,古籍来源,185,189,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",28,29,""醋"",""食材"",""recordedInText"",185,189,""《食经》"",""古籍来源""]"
REL-873B1419DBA4070C,HR-0353,料全沸汤,食疗方,270,274,containsIngredient,醋,食材,55,56,present,醋煮。可留十日。 收 放 薰 肉 大缸一个。洁净。置犬坛烧酒于缸底; 上加竹篾。贮肉 篾上。纸糊缸几,关系方向与当前条目结构一致。,present,醋煮。可留十日。 收 放 薰 肉 大缸一个。洁净。置犬坛烧酒于缸底; 上加竹篾。贮肉 篾上。纸糊缸几,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0353"",270,274,""料全沸汤"",""食疗方"",""containsIngredient"",55,56,""醋"",""食材""]"
REL-873B51923F540235,HR-0400,油,食材,114,115,recordedInText,"《负苞。松木菌
也。""《菡谱》",古籍来源,25,40,entity_or_type_error,,给定实体边界包含多余文本，无法按当前关系有效判断。,entity_or_type_error,,给定实体边界包含多余文本，无法按当前关系有效判断。,agreement,entity_or_type_error,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",114,115,""油"",""食材"",""recordedInText"",25,40,""《负苞。松木菌也。\""《菡谱》"",""古籍来源""]"
REL-873EC04F2E42E0D7,HR-0333,泻痢,病症,39,41,treatedByRecipe,升煮粥,食疗方,91,94,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",39,41,""泻痢"",""病症"",""treatedByRecipe"",91,94,""升煮粥"",""食疗方""]"
REL-874DB106CE5CA3B9,HR-0338,疮,病症,72,73,affectsOrgan,五脏,脏腑,28,30,present,"0自痢疾,口舌生疮, 明耳目, 安五脏补不足,解诸毒;除众疾,",关系方向与当前条目结构一致。,present,"0自痢疾,口舌生疮, 明耳目, 安五脏补不足,解诸毒;除众疾,",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0338"",72,73,""疮"",""病症"",""affectsOrgan"",28,30,""五脏"",""脏腑""]"
REL-8789EC6580AA49AE,HR-0427,盐,食材,176,177,hasNature,寒,食性,105,106,present,"寒, 不若脊之能益人也。 《礼记》:""食豚去脑。 《本草》引孙真人@《食忌》云 :""猪脑痿男子阳道,",依据局部原文直接判断。,present,"寒, 不若脊之能益人也。 《礼记》:""食豚去脑。 《本草》引孙真人@《食忌》云 :""猪脑痿男子阳道,",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0427"",176,177,""盐"",""食材"",""hasNature"",105,106,""寒"",""食性""]"
REL-87B96BC63DA168E7,HR-0430,然店肆饮,食疗方,22,26,containsIngredient,酒,食材,27,28,present,。被滔家人哂笑。然店肆饮 酒。在人出著; 且如下酒品,,present,。被滔家人哂笑。然店肆饮 酒。在人出著; 且如下酒品,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",22,26,""然店肆饮"",""食疗方"",""containsIngredient"",27,28,""酒"",""食材""]"
REL-87EE0F8DFFF98389,HR-0427,《本草》,古籍来源,130,134,authoredBy,孙思邈,医家,393,396,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0427"",130,134,""《本草》"",""古籍来源"",""authoredBy"",393,396,""孙思邈"",""医家""]"
REL-87EF2CF9CDEC621E,HR-0034,盐,食材,259,260,hasFlavor,咸,食味,26,27,absent,,候选方向与原文语义不一致。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0034"",259,260,""盐"",""食材"",""hasFlavor"",26,27,""咸"",""食味""]"
REL-8881CA6797967302,HR-0353,料全沸汤,食疗方,270,274,usesCookingMethod,煮,烹饪方法,30,31,absent,,候选方向与原文语义不一致。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0353"",270,274,""料全沸汤"",""食疗方"",""usesCookingMethod"",30,31,""煮"",""烹饪方法""]"
REL-888698FA9D24F990,HR-0430,见富家子弟等人饮,食疗方,266,274,usesCookingMethod,炒,烹饪方法,606,607,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",266,274,""见富家子弟等人饮"",""食疗方"",""usesCookingMethod"",606,607,""炒"",""烹饪方法""]"
REL-889FA5FA61A1F78D,HR-0394,用好肉熬制的浓汤,食疗方,439,447,usesCookingMethod,炒,烹饪方法,17,18,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0394"",439,447,""用好肉熬制的浓汤"",""食疗方"",""usesCookingMethod"",17,18,""炒"",""烹饪方法""]"
REL-88ADDA726651151D,HR-0151,水,食材,309,310,recordedInText,《至乐》,古籍来源,112,116,absent,,尾实体属于相邻条目或另一语义单元。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0151"",309,310,""水"",""食材"",""recordedInText"",112,116,""《至乐》"",""古籍来源""]"
REL-88C221FD7B5CC094,HR-0373,酒,食材,11,12,treats,脚气,病症,105,107,absent,,尾实体属于相邻条目或另一语义单元。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0373"",11,12,""酒"",""食材"",""treats"",105,107,""脚气"",""病症""]"
REL-892E56201EA085E6,HR-0224,榆皮索饼方,食疗方,137,142,containsIngredient,水,食材,90,91,present,"利,秘涩少痛 ,榆皮索饼方 榆皮二两,切。用水三升。煮取-升半汁@=",,present,"利,秘涩少痛 ,榆皮索饼方 榆皮二两,切。用水三升。煮取-升半汁@=",实体边界虽有排版噪声，但关系证据明确。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0224"",137,142,""榆皮索饼方"",""食疗方"",""containsIngredient"",90,91,""水"",""食材""]"
