record_id,participant_id,role,period,system_blind_code,task_id,task_set,bloom_task_level,start_timestamp,end_timestamp,completion_seconds,participant_response,system_output_id_or_log_path,task_completed,protocol_deviation,missing_reason,include_in_primary_analysis,notes,completion_seconds_derived
1222,P054,TCM_professional,2,SYS-T9,A-L5-02,A,L5,2026-05-04 10:35:51,2026-05-04 10:39:19,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P054/SYS-T9/A-L5-02.json,Y,N,,Y,,208.0
1223,P054,TCM_professional,2,SYS-T9,A-L6-02,A,L6,2026-05-04 10:39:35,2026-05-04 10:42:53,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P054/SYS-T9/A-L6-02.json,Y,N,,Y,,198.0
1224,P054,TCM_professional,2,SYS-T9,A-L6-01,A,L6,2026-05-04 10:43:13,2026-05-04 10:47:06,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P054/SYS-T9/A-L6-01.json,Y,N,,Y,,233.0
1225,P055,TCM_professional,1,SYS-T9,A-L1-02,A,L1,2026-05-04 14:30:11,2026-05-04 14:32:07,,甘；平,logs/userstudy/P055/SYS-T9/A-L1-02.json,Y,N,,Y,,116.0
1226,P055,TCM_professional,1,SYS-T9,A-L1-01,A,L1,2026-05-04 14:32:32,2026-05-04 14:33:22,,水；《内经》,logs/userstudy/P055/SYS-T9/A-L1-01.json,Y,N,,Y,,50.0
1227,P055,TCM_professional,1,SYS-T9,A-L2-02,A,L2,2026-05-04 14:33:31,2026-05-04 14:34:40,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P055/SYS-T9/A-L2-02.json,Y,N,,Y,,69.0
1228,P055,TCM_professional,1,SYS-T9,A-L2-01,A,L2,2026-05-04 14:34:55,2026-05-04 14:36:58,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P055/SYS-T9/A-L2-01.json,Y,N,,Y,,123.0
1229,P055,TCM_professional,1,SYS-T9,A-L3-01,A,L3,2026-05-04 14:37:09,2026-05-04 14:39:33,,瓜 —hasNature→ 平,logs/userstudy/P055/SYS-T9/A-L3-01.json,Y,N,,Y,,144.0
1230,P055,TCM_professional,1,SYS-T9,A-L3-02,A,L3,2026-05-04 14:39:42,2026-05-04 14:40:36,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P055/SYS-T9/A-L3-02.json,Y,N,,Y,,54.0
1231,P055,TCM_professional,1,SYS-T9,A-L4-02,A,L4,2026-05-04 14:41:00,2026-05-04 14:43:55,,证据更充分的关系为：盐 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P055/SYS-T9/A-L4-02.json,Y,N,,Y,,175.0
1232,P055,TCM_professional,1,SYS-T9,A-L4-01,A,L4,2026-05-04 14:44:08,2026-05-04 14:47:21,,证据更充分的关系为：睡乡散 —recordedInText→ 《饮食谱》；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P055/SYS-T9/A-L4-01.json,Y,N,,Y,,193.0
1233,P055,TCM_professional,1,SYS-T9,A-L5-01,A,L5,2026-05-04 14:47:31,2026-05-04 14:51:42,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P055/SYS-T9/A-L5-01.json,Y,N,,Y,,251.0
1234,P055,TCM_professional,1,SYS-T9,A-L5-02,A,L5,2026-05-04 14:51:55,2026-05-04 14:56:48,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P055/SYS-T9/A-L5-02.json,Y,N,,Y,,293.0
1235,P055,TCM_professional,1,SYS-T9,A-L6-01,A,L6,2026-05-04 14:57:06,2026-05-04 15:01:00,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P055/SYS-T9/A-L6-01.json,Y,N,,Y,,234.0
1236,P055,TCM_professional,1,SYS-T9,A-L6-02,A,L6,2026-05-04 15:01:14,2026-05-04 15:05:03,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P055/SYS-T9/A-L6-02.json,Y,N,,Y,,229.0
1237,P055,TCM_professional,2,SYS-R4,B-L1-01,B,L1,2026-05-04 15:25:14,2026-05-04 15:25:50,,温；消渴,logs/userstudy/P055/SYS-R4/B-L1-01.json,Y,N,,Y,,36.0
1238,P055,TCM_professional,2,SYS-R4,B-L1-02,B,L1,2026-05-04 15:26:11,2026-05-04 15:26:57,,盐；拌,logs/userstudy/P055/SYS-R4/B-L1-02.json,Y,N,,Y,,46.0
1239,P055,TCM_professional,2,SYS-R4,B-L2-02,B,L2,2026-05-04 15:27:12,2026-05-04 15:28:06,,油（食材）；水（食材）；水（食材）,logs/userstudy/P055/SYS-R4/B-L2-02.json,Y,N,,Y,,54.0
1240,P055,TCM_professional,2,SYS-R4,B-L2-01,B,L2,2026-05-04 15:28:30,2026-05-04 15:29:05,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P055/SYS-R4/B-L2-01.json,Y,N,,Y,,35.0
1241,P055,TCM_professional,2,SYS-R4,B-L3-02,B,L3,2026-05-04 15:29:27,2026-05-04 15:31:47,,内宫散 —containsIngredient→ 醋,logs/userstudy/P055/SYS-R4/B-L3-02.json,Y,N,,Y,,140.0
1242,P055,TCM_professional,2,SYS-R4,B-L3-01,B,L3,2026-05-04 15:32:01,2026-05-04 15:33:30,,水 —hasEffect→ 清热,logs/userstudy/P055/SYS-R4/B-L3-01.json,Y,N,,Y,,89.0
1243,P055,TCM_professional,2,SYS-R4,B-L4-01,B,L4,2026-05-04 15:33:43,2026-05-04 15:35:36,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P055/SYS-R4/B-L4-01.json,Y,N,,Y,,113.0
1244,P055,TCM_professional,2,SYS-R4,B-L4-02,B,L4,2026-05-04 15:35:53,2026-05-04 15:39:15,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P055/SYS-R4/B-L4-02.json,Y,N,,Y,,202.0
1245,P055,TCM_professional,2,SYS-R4,B-L5-01,B,L5,2026-05-04 15:39:23,2026-05-04 15:43:04,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P055/SYS-R4/B-L5-01.json,Y,N,,Y,,221.0
1246,P055,TCM_professional,2,SYS-R4,B-L5-02,B,L5,2026-05-04 15:43:28,2026-05-04 15:47:01,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P055/SYS-R4/B-L5-02.json,Y,N,,Y,,213.0
1247,P055,TCM_professional,2,SYS-R4,B-L6-01,B,L6,2026-05-04 15:47:20,2026-05-04 15:50:46,,证据链：冻结原文 → 实体识别 → 酒 —hasNature→ 寒 → 上下文范围核验。,logs/userstudy/P055/SYS-R4/B-L6-01.json,Y,N,,Y,,206.0
1248,P055,TCM_professional,2,SYS-R4,B-L6-02,B,L6,2026-05-04 15:51:00,2026-05-04 15:55:24,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P055/SYS-R4/B-L6-02.json,Y,N,,Y,,264.0
1249,P056,TCM_professional,1,SYS-R4,A-L1-01,A,L1,2026-05-04 09:10:05,2026-05-04 09:10:53,,水；《内经》,logs/userstudy/P056/SYS-R4/A-L1-01.json,Y,N,,Y,,48.0
1250,P056,TCM_professional,1,SYS-R4,A-L1-02,A,L1,2026-05-04 09:11:07,2026-05-04 09:11:56,,甘；平,logs/userstudy/P056/SYS-R4/A-L1-02.json,Y,N,,Y,,49.0
1251,P056,TCM_professional,1,SYS-R4,A-L2-02,A,L2,2026-05-04 09:12:17,2026-05-04 09:12:52,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P056/SYS-R4/A-L2-02.json,Y,N,,Y,,35.0
1252,P056,TCM_professional,1,SYS-R4,A-L2-01,A,L2,2026-05-04 09:13:10,2026-05-04 09:13:59,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P056/SYS-R4/A-L2-01.json,Y,N,,Y,,49.0
1253,P056,TCM_professional,1,SYS-R4,A-L3-02,A,L3,2026-05-04 09:14:17,2026-05-04 09:14:55,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P056/SYS-R4/A-L3-02.json,Y,N,,Y,,38.0
1254,P056,TCM_professional,1,SYS-R4,A-L3-01,A,L3,2026-05-04 09:15:10,2026-05-04 09:16:38,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P056/SYS-R4/A-L3-01.json,Y,N,,Y,,88.0
1255,P056,TCM_professional,1,SYS-R4,A-L4-01,A,L4,2026-05-04 09:16:46,2026-05-04 09:19:58,,证据更充分的关系为：睡乡散 —recordedInText→ 《饮食谱》；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P056/SYS-R4/A-L4-01.json,Y,N,,Y,,192.0
1256,P056,TCM_professional,1,SYS-R4,A-L4-02,A,L4,2026-05-04 09:20:11,2026-05-04 09:21:22,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P056/SYS-R4/A-L4-02.json,Y,N,,Y,,71.0
1257,P056,TCM_professional,1,SYS-R4,A-L5-02,A,L5,2026-05-04 09:21:33,2026-05-04 09:24:56,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P056/SYS-R4/A-L5-02.json,Y,N,,Y,,203.0
1258,P056,TCM_professional,1,SYS-R4,A-L5-01,A,L5,2026-05-04 09:25:18,2026-05-04 09:27:50,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P056/SYS-R4/A-L5-01.json,Y,N,,Y,,152.0
1259,P056,TCM_professional,1,SYS-R4,A-L6-01,A,L6,2026-05-04 09:28:05,2026-05-04 09:32:24,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P056/SYS-R4/A-L6-01.json,Y,N,,Y,,259.0
1260,P056,TCM_professional,1,SYS-R4,A-L6-02,A,L6,2026-05-04 09:32:37,2026-05-04 09:36:07,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P056/SYS-R4/A-L6-02.json,Y,N,,Y,,210.0
1261,P056,TCM_professional,2,SYS-T9,B-L1-01,B,L1,2026-05-04 09:56:30,2026-05-04 09:57:36,,温；消渴,logs/userstudy/P056/SYS-T9/B-L1-01.json,Y,N,,Y,,66.0
1262,P056,TCM_professional,2,SYS-T9,B-L1-02,B,L1,2026-05-04 09:58:01,2026-05-04 09:58:53,,盐；拌,logs/userstudy/P056/SYS-T9/B-L1-02.json,Y,N,,Y,,52.0
1263,P056,TCM_professional,2,SYS-T9,B-L2-01,B,L2,2026-05-04 09:59:14,2026-05-04 10:00:19,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P056/SYS-T9/B-L2-01.json,Y,N,,Y,,65.0
1264,P056,TCM_professional,2,SYS-T9,B-L2-02,B,L2,2026-05-04 10:00:31,2026-05-04 10:02:18,,油（食材）；水（食材）；水（食材）,logs/userstudy/P056/SYS-T9/B-L2-02.json,Y,N,,Y,,107.0
1265,P056,TCM_professional,2,SYS-T9,B-L3-02,B,L3,2026-05-04 10:02:29,2026-05-04 10:03:36,,内宫散 —containsIngredient→ 醋,logs/userstudy/P056/SYS-T9/B-L3-02.json,Y,N,,Y,,67.0
1266,P056,TCM_professional,2,SYS-T9,B-L3-01,B,L3,2026-05-04 10:03:57,2026-05-04 10:07:02,,水 —hasEffect→ 清热,logs/userstudy/P056/SYS-T9/B-L3-01.json,Y,N,,Y,,185.0
1267,P056,TCM_professional,2,SYS-T9,B-L4-01,B,L4,2026-05-04 10:07:18,2026-05-04 10:09:42,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P056/SYS-T9/B-L4-01.json,Y,N,,Y,,144.0
1268,P056,TCM_professional,2,SYS-T9,B-L4-02,B,L4,2026-05-04 10:10:07,2026-05-04 10:12:28,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P056/SYS-T9/B-L4-02.json,Y,N,,Y,,141.0
1269,P056,TCM_professional,2,SYS-T9,B-L5-01,B,L5,2026-05-04 10:12:45,2026-05-04 10:15:16,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P056/SYS-T9/B-L5-01.json,Y,N,,Y,,151.0
1270,P056,TCM_professional,2,SYS-T9,B-L5-02,B,L5,2026-05-04 10:15:25,2026-05-04 10:18:23,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P056/SYS-T9/B-L5-02.json,Y,N,,Y,,178.0
1271,P056,TCM_professional,2,SYS-T9,B-L6-02,B,L6,2026-05-04 10:18:44,2026-05-04 10:23:30,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P056/SYS-T9/B-L6-02.json,Y,N,,Y,,286.0
1272,P056,TCM_professional,2,SYS-T9,B-L6-01,B,L6,2026-05-04 10:23:47,2026-05-04 10:28:55,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P056/SYS-T9/B-L6-01.json,Y,N,,Y,,308.0
1273,P057,TCM_professional,1,SYS-T9,B-L1-02,B,L1,2026-05-04 14:00:00,2026-05-04 14:02:07,,盐；拌,logs/userstudy/P057/SYS-T9/B-L1-02.json,Y,N,,Y,,127.0
1274,P057,TCM_professional,1,SYS-T9,B-L1-01,B,L1,2026-05-04 14:02:22,2026-05-04 14:03:16,,温；消渴,logs/userstudy/P057/SYS-T9/B-L1-01.json,Y,N,,Y,,54.0
1275,P057,TCM_professional,1,SYS-T9,B-L2-02,B,L2,2026-05-04 14:03:33,2026-05-04 14:05:10,,油（食材）；水（食材）；水（食材）,logs/userstudy/P057/SYS-T9/B-L2-02.json,Y,N,,Y,,97.0
1276,P057,TCM_professional,1,SYS-T9,B-L2-01,B,L2,2026-05-04 14:05:25,2026-05-04 14:07:07,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P057/SYS-T9/B-L2-01.json,Y,N,,Y,,102.0
1277,P057,TCM_professional,1,SYS-T9,B-L3-01,B,L3,2026-05-04 14:07:20,2026-05-04 14:09:56,,水 —hasEffect→ 清热,logs/userstudy/P057/SYS-T9/B-L3-01.json,Y,N,,Y,,156.0
1278,P057,TCM_professional,1,SYS-T9,B-L3-02,B,L3,2026-05-04 14:10:11,2026-05-04 14:11:53,,内宫散 —containsIngredient→ 醋,logs/userstudy/P057/SYS-T9/B-L3-02.json,Y,N,,Y,,102.0
1279,P057,TCM_professional,1,SYS-T9,B-L4-02,B,L4,2026-05-04 14:12:11,2026-05-04 14:14:52,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P057/SYS-T9/B-L4-02.json,Y,N,,Y,,161.0
1280,P057,TCM_professional,1,SYS-T9,B-L4-01,B,L4,2026-05-04 14:15:08,2026-05-04 14:17:48,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P057/SYS-T9/B-L4-01.json,Y,N,,Y,,160.0
1281,P057,TCM_professional,1,SYS-T9,B-L5-01,B,L5,2026-05-04 14:18:02,2026-05-04 14:22:11,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P057/SYS-T9/B-L5-01.json,Y,N,,Y,,249.0
1282,P057,TCM_professional,1,SYS-T9,B-L5-02,B,L5,2026-05-04 14:22:20,2026-05-04 14:25:18,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P057/SYS-T9/B-L5-02.json,Y,N,,Y,,178.0
1283,P057,TCM_professional,1,SYS-T9,B-L6-01,B,L6,2026-05-04 14:25:36,2026-05-04 14:28:37,,证据链：冻结原文 → 实体识别 → 酒 —hasNature→ 寒 → 上下文范围核验。,logs/userstudy/P057/SYS-T9/B-L6-01.json,Y,N,,Y,,181.0
1284,P057,TCM_professional,1,SYS-T9,B-L6-02,B,L6,2026-05-04 14:29:00,2026-05-04 14:32:28,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P057/SYS-T9/B-L6-02.json,Y,N,,Y,,208.0
1285,P057,TCM_professional,2,SYS-R4,A-L1-01,A,L1,2026-05-04 14:52:47,2026-05-04 14:53:23,,水；《内经》,logs/userstudy/P057/SYS-R4/A-L1-01.json,Y,N,,Y,,36.0
1286,P057,TCM_professional,2,SYS-R4,A-L1-02,A,L1,2026-05-04 14:53:42,2026-05-04 14:54:17,,甘；平,logs/userstudy/P057/SYS-R4/A-L1-02.json,Y,N,,Y,,35.0
1287,P057,TCM_professional,2,SYS-R4,A-L2-01,A,L2,2026-05-04 14:54:30,2026-05-04 14:55:05,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P057/SYS-R4/A-L2-01.json,Y,N,,Y,,35.0
1288,P057,TCM_professional,2,SYS-R4,A-L2-02,A,L2,2026-05-04 14:55:30,2026-05-04 14:56:49,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P057/SYS-R4/A-L2-02.json,Y,N,,Y,,79.0
1289,P057,TCM_professional,2,SYS-R4,A-L3-02,A,L3,2026-05-04 14:57:12,2026-05-04 14:57:50,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P057/SYS-R4/A-L3-02.json,Y,N,,Y,,38.0
1290,P057,TCM_professional,2,SYS-R4,A-L3-01,A,L3,2026-05-04 14:58:15,2026-05-04 15:00:09,,瓜 —hasNature→ 平,logs/userstudy/P057/SYS-R4/A-L3-01.json,Y,N,,Y,,114.0
1291,P057,TCM_professional,2,SYS-R4,A-L4-01,A,L4,2026-05-04 15:00:29,2026-05-04 15:02:56,,证据更充分的关系为：睡乡散 —recordedInText→ 《饮食谱》；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P057/SYS-R4/A-L4-01.json,Y,N,,Y,,147.0
1292,P057,TCM_professional,2,SYS-R4,A-L4-02,A,L4,2026-05-04 15:03:21,2026-05-04 15:05:56,,证据更充分的关系为：盐 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P057/SYS-R4/A-L4-02.json,Y,N,,Y,,155.0
1293,P057,TCM_professional,2,SYS-R4,A-L5-02,A,L5,2026-05-04 15:06:04,2026-05-04 15:08:48,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P057/SYS-R4/A-L5-02.json,Y,N,,Y,,164.0
1294,P057,TCM_professional,2,SYS-R4,A-L5-01,A,L5,2026-05-04 15:09:12,2026-05-04 15:12:14,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P057/SYS-R4/A-L5-01.json,Y,N,,Y,,182.0
1295,P057,TCM_professional,2,SYS-R4,A-L6-01,A,L6,2026-05-04 15:12:39,2026-05-04 15:15:39,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P057/SYS-R4/A-L6-01.json,Y,N,,Y,,180.0
1296,P057,TCM_professional,2,SYS-R4,A-L6-02,A,L6,2026-05-04 15:15:49,2026-05-04 15:18:15,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P057/SYS-R4/A-L6-02.json,Y,N,,Y,,146.0
1297,P058,TCM_professional,1,SYS-R4,B-L1-02,B,L1,2026-05-04 09:20:28,2026-05-04 09:21:13,,盐；拌,logs/userstudy/P058/SYS-R4/B-L1-02.json,Y,N,,Y,,45.0
1298,P058,TCM_professional,1,SYS-R4,B-L1-01,B,L1,2026-05-04 09:21:34,2026-05-04 09:22:42,,温；消渴,logs/userstudy/P058/SYS-R4/B-L1-01.json,Y,N,,Y,,68.0
1299,P058,TCM_professional,1,SYS-R4,B-L2-01,B,L2,2026-05-04 09:23:06,2026-05-04 09:23:55,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P058/SYS-R4/B-L2-01.json,Y,N,,Y,,49.0
1300,P058,TCM_professional,1,SYS-R4,B-L2-02,B,L2,2026-05-04 09:24:19,2026-05-04 09:24:54,,油（食材）；水（食材）；水（食材）,logs/userstudy/P058/SYS-R4/B-L2-02.json,Y,N,,Y,,35.0
1301,P058,TCM_professional,1,SYS-R4,B-L3-01,B,L3,2026-05-04 09:25:04,2026-05-04 09:26:47,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P058/SYS-R4/B-L3-01.json,Y,N,,Y,,103.0
1302,P058,TCM_professional,1,SYS-R4,B-L3-02,B,L3,2026-05-04 09:27:03,2026-05-04 09:28:53,,内宫散 —containsIngredient→ 醋,logs/userstudy/P058/SYS-R4/B-L3-02.json,Y,N,,Y,,110.0
1303,P058,TCM_professional,1,SYS-R4,B-L4-02,B,L4,2026-05-04 09:29:04,2026-05-04 09:30:40,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P058/SYS-R4/B-L4-02.json,Y,N,,Y,,96.0
1304,P058,TCM_professional,1,SYS-R4,B-L4-01,B,L4,2026-05-04 09:30:50,2026-05-04 09:33:05,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P058/SYS-R4/B-L4-01.json,Y,N,,Y,,135.0
1305,P058,TCM_professional,1,SYS-R4,B-L5-01,B,L5,2026-05-04 09:33:15,2026-05-04 09:36:23,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P058/SYS-R4/B-L5-01.json,Y,N,,Y,,188.0
1306,P058,TCM_professional,1,SYS-R4,B-L5-02,B,L5,2026-05-04 09:36:35,2026-05-04 09:39:49,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P058/SYS-R4/B-L5-02.json,Y,N,,Y,,194.0
1307,P058,TCM_professional,1,SYS-R4,B-L6-01,B,L6,2026-05-04 09:40:02,2026-05-04 09:44:26,,证据链：冻结原文 → 实体识别 → 酒 —hasNature→ 寒 → 上下文范围核验。,logs/userstudy/P058/SYS-R4/B-L6-01.json,Y,N,,Y,,264.0
1308,P058,TCM_professional,1,SYS-R4,B-L6-02,B,L6,2026-05-04 09:44:40,2026-05-04 09:47:29,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P058/SYS-R4/B-L6-02.json,Y,N,,Y,,169.0
1309,P058,TCM_professional,2,SYS-T9,A-L1-02,A,L1,2026-05-04 10:07:37,2026-05-04 10:08:33,,甘；平,logs/userstudy/P058/SYS-T9/A-L1-02.json,Y,N,,Y,,56.0
1310,P058,TCM_professional,2,SYS-T9,A-L1-01,A,L1,2026-05-04 10:08:45,2026-05-04 10:09:48,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P058/SYS-T9/A-L1-01.json,Y,N,,Y,,63.0
1311,P058,TCM_professional,2,SYS-T9,A-L2-02,A,L2,2026-05-04 10:10:02,2026-05-04 10:11:33,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P058/SYS-T9/A-L2-02.json,Y,N,,Y,,91.0
1312,P058,TCM_professional,2,SYS-T9,A-L2-01,A,L2,2026-05-04 10:11:42,2026-05-04 10:13:14,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P058/SYS-T9/A-L2-01.json,Y,N,,Y,,92.0
1313,P058,TCM_professional,2,SYS-T9,A-L3-01,A,L3,2026-05-04 10:13:34,2026-05-04 10:15:11,,瓜 —hasNature→ 平,logs/userstudy/P058/SYS-T9/A-L3-01.json,Y,N,,Y,,97.0
1314,P058,TCM_professional,2,SYS-T9,A-L3-02,A,L3,2026-05-04 10:15:20,2026-05-04 10:17:27,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P058/SYS-T9/A-L3-02.json,Y,N,,Y,,127.0
1315,P058,TCM_professional,2,SYS-T9,A-L4-01,A,L4,2026-05-04 10:17:45,2026-05-04 10:20:21,,证据更充分的关系为：睡乡散 —recordedInText→ 《饮食谱》；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P058/SYS-T9/A-L4-01.json,Y,N,,Y,,156.0
1316,P058,TCM_professional,2,SYS-T9,A-L4-02,A,L4,2026-05-04 10:20:31,2026-05-04 10:23:08,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P058/SYS-T9/A-L4-02.json,Y,N,,Y,,157.0
1317,P058,TCM_professional,2,SYS-T9,A-L5-01,A,L5,2026-05-04 10:23:25,2026-05-04 10:26:05,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P058/SYS-T9/A-L5-01.json,Y,N,,Y,,160.0
1318,P058,TCM_professional,2,SYS-T9,A-L5-02,A,L5,2026-05-04 10:26:29,2026-05-04 10:30:41,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P058/SYS-T9/A-L5-02.json,Y,N,,Y,,252.0
1319,P058,TCM_professional,2,SYS-T9,A-L6-01,A,L6,2026-05-04 10:31:00,2026-05-04 10:35:03,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P058/SYS-T9/A-L6-01.json,Y,N,,Y,,243.0
1320,P058,TCM_professional,2,SYS-T9,A-L6-02,A,L6,2026-05-04 10:35:22,2026-05-04 10:39:02,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P058/SYS-T9/A-L6-02.json,Y,N,,Y,,220.0
1321,P059,TCM_professional,1,SYS-T9,A-L1-01,A,L1,2026-05-04 14:00:01,2026-05-04 14:00:46,,,logs/userstudy/P059/SYS-T9/A-L1-01.json,N,N,connection_interruption,N,页面在提交前短暂断开，未形成有效回答。,45.0
1322,P059,TCM_professional,1,SYS-T9,A-L1-02,A,L1,2026-05-04 14:00:54,2026-05-04 14:02:04,,甘；平,logs/userstudy/P059/SYS-T9/A-L1-02.json,Y,N,,Y,,70.0
1323,P059,TCM_professional,1,SYS-T9,A-L2-01,A,L2,2026-05-04 14:02:27,2026-05-04 14:04:24,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P059/SYS-T9/A-L2-01.json,Y,N,,Y,,117.0
1324,P059,TCM_professional,1,SYS-T9,A-L2-02,A,L2,2026-05-04 14:04:33,2026-05-04 14:06:16,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P059/SYS-T9/A-L2-02.json,Y,N,,Y,,103.0
1325,P059,TCM_professional,1,SYS-T9,A-L3-01,A,L3,2026-05-04 14:06:35,2026-05-04 14:09:03,,瓜 —hasNature→ 平,logs/userstudy/P059/SYS-T9/A-L3-01.json,Y,N,,Y,,148.0
1326,P059,TCM_professional,1,SYS-T9,A-L3-02,A,L3,2026-05-04 14:09:23,2026-05-04 14:11:13,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P059/SYS-T9/A-L3-02.json,Y,N,,Y,,110.0
1327,P059,TCM_professional,1,SYS-T9,A-L4-02,A,L4,2026-05-04 14:11:23,2026-05-04 14:13:42,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P059/SYS-T9/A-L4-02.json,Y,N,,Y,,139.0
